Date,Campaign Name,Adset Name,Ad Name,CPM (Cost per 1000 Impressions),Action Leads,Cost Per Action Leads,CPC (Cost per Click),"Spend (Cost, Amount Spent)",Daily Budget,CTR (Clickthrough Rate)
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 VIDEO - ADV+ | ABERTO 06/05,AD01,"83,770492",0,0,"10,22","10,22",50,"0,819672"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,130,0,0,"7,865","15,73",126,"1,652893"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 VIDEO - ADV+ | ABERTO 05/05,AD02,"122,84188",0,0,"8,212857","57,49",50,"1,495727"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,03 VIDEO - ADV+ | ABERTO 05/05,AD03,"165,786164",0,0,"5,272","52,72",50,"3,144654"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 - ADV+ | ABERTO 06/05,AD4 - Assessoria para dobrar as vendas,"206,75",0,0,"5,513333","16,54",50,"3,75"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 TH VIDEO - ADV+ | ABERTO 06/05,AD04 TH,"81,351351",0,0,"3,01","9,03",50,"2,702703"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 05/05,AD04,"294,117647",0,0,35,35,50,"0,840336"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"95,090909",0,0,0,"10,46",50,0
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,05 VIDEO - ADV+ | ABERTO 05/05,AD05,"155,591398",0,0,"14,47","28,94",50,"1,075269"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,06 VIDEO - ADV+ | ABERTO 05/05,AD06,"185,362903",0,0,"11,4925","45,97",50,"1,612903"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 05/05,AD07,"240,774648",0,0,"34,19","34,19",50,"0,704225"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"143,695652",0,0,0,"13,22",50,0
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,08 VIDEO - ADV+ | ABERTO 05/05,AD08,"204,071146",0,0,"17,21","51,63",50,"1,185771"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,08 VIDEO - ADV+ | ABERTO 06/05,AD08,"116,210526",0,0,"11,04","11,04",50,"1,052632"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,09 VIDEO - ADV+ | ABERTO 05/05,AD09,"263,112583",0,0,"13,243333","39,73",50,"1,986755"
2026-05-06,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,11 VIDEO - ADV+ | ABERTO 06/05,AD11,"109,736842",0,0,"4,17","12,51",50,"2,631579"
2026-05-07,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"20,878187",0,0,"1,163684","22,11",21,"1,794145"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"48,528428",0,0,"4,464615","58,04",50,"1,086957"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 VIDEO - ADV+ | ABERTO 06/05,AD01,"112,838915",0,0,"7,075","70,75",50,"1,594896"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"86,008287",0,0,"4,447857","62,27",126,"1,933702"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 - ADV+ | ABERTO 06/05,AD4 - Assessoria para dobrar as vendas,"91,304348",0,0,"8,75","52,5",50,"1,043478"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 TH VIDEO - ADV+ | ABERTO 06/05,AD04 TH,"78,066038",0,0,"4,413333","66,2",50,"1,768868"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"79,842424",0,0,"7,318889","65,87",50,"1,090909"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"86,736402",0,0,"5,1825","62,19",50,"1,67364"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,08 VIDEO - ADV+ | ABERTO 05/05,AD08,0,0,0,0,0,50,0
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,08 VIDEO - ADV+ | ABERTO 06/05,AD08,"80,185414",0,0,"4,633571","64,87",50,"1,730532"
2026-05-07,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,11 VIDEO - ADV+ | ABERTO 06/05,AD11,"69,305711",0,0,"5,626364","61,89",50,"1,231803"
2026-05-08,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"19,811321",0,0,"1,425","19,95",21,"1,390268"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"73,996479",0,0,"6,004286","84,06",50,"1,232394"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 VIDEO - ADV+ | ABERTO 06/05,AD01,"133,874172",0,0,"10,1075","40,43",50,"1,324503"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"107,959502",0,0,"9,901429","69,31",126,"1,090343"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 - ADV+ | ABERTO 06/05,AD4 - Assessoria para dobrar as vendas,"104,60452",0,0,"12,343333","37,03",50,"0,847458"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 TH VIDEO - ADV+ | ABERTO 06/05,AD04 TH,"55,89313",0,0,"5,23","36,61",50,"1,068702"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"62,690499",0,0,"6,058182","66,64",50,"1,034807"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"79,036281",0,0,"8,71375","69,71",50,"0,907029"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,08 VIDEO - ADV+ | ABERTO 06/05,AD08,"116,321244",0,0,"5,6125","44,9",50,"2,072539"
2026-05-08,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,11 VIDEO - ADV+ | ABERTO 06/05,AD11,"91,805556",0,0,"6,61","39,66",50,"1,388889"
2026-05-09,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"19,445676",0,0,"1,252857","17,54",21,"1,552106"
2026-05-09,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"68,894045",0,0,"4,049091","178,16",50,"1,701469"
2026-05-09,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"150,756534",0,0,"12,177778","109,6",126,"1,237964"
2026-05-09,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"80,865862",0,0,"7,596","113,94",50,"1,064585"
2026-05-09,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"118,553846",0,0,"9,6325","115,59",50,"1,230769"
2026-05-10,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"18,802566",0,0,"1,0552","26,38",21,"1,781896"
2026-05-10,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"66,170328",0,0,"4,783725","243,97",50,"1,383238"
2026-05-10,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"109,597953",0,0,"6,247083","149,93",126,"1,754386"
2026-05-10,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"56,98679",0,0,"11,401429","159,62",50,"0,499821"
2026-05-10,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"80,188425",0,0,"8,124545","178,74",50,"0,98699"
2026-05-11,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"17,760252",0,0,"0,97913","22,52",21,"1,81388"
2026-05-11,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"58,551821",0,0,"5,098293","209,03",50,"1,148459"
2026-05-11,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"99,210526",0,0,"12,2525","147,03",126,"0,809717"
2026-05-11,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"41,282929",0,0,"5,596786","156,71",50,"0,737619"
2026-05-11,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"42,448744",0,0,"3,5",147,50,"1,212821"
2026-05-12,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"23,231441",0,0,"2,128","21,28",21,"1,091703"
2026-05-12,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"56,105712",0,0,"4,931458","236,71",50,"1,13771"
2026-05-12,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 TH VIDEO - ADV+ | ABERTO 12/05,AD01 TH,"221,589744",0,0,"14,403333","43,21",50,"1,538462"
2026-05-12,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"66,799323",0,0,"4,264324","157,78",126,"1,566469"
2026-05-12,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"39,204574",0,0,"7,34619","154,27",50,"0,533672"
2026-05-12,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"40,559157",0,0,"3,85","150,15",50,"1,053485"
2026-05-13,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"23,72327",0,0,"1,347143","18,86",21,"1,761006"
2026-05-13,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"58,840034",0,0,"4,532581","140,51",50,"1,298157"
2026-05-13,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 TH VIDEO - ADV+ | ABERTO 12/05,AD01 TH,"201,826923",0,0,"41,98","41,98",50,"0,480769"
2026-05-13,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 IMG - ADV+ | ABERTO 06/05,AD02 IMG,"56,257028",0,0,"7,004","70,04",126,"0,803213"
2026-05-13,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"44,678571",0,0,"6,255","87,57",50,"0,714286"
2026-05-13,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"34,657534",0,0,"7,59","91,08",50,"0,456621"
2026-05-14,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"25,546012",0,0,"0,905217","20,82",21,"2,822086"
2026-05-14,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"78,76161",0,0,"6,36","50,88",50,"1,23839"
2026-05-14,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"53,870637",0,0,"4,036154","52,47",50,"1,334702"
2026-05-14,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"33,315579",0,0,"3,1275","50,04",50,"1,065246"
2026-05-15,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"24,07497",0,0,"1,171176","19,91",21,"2,055623"
2026-05-15,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"68,551336",0,0,"4,061667","48,74",50,"1,687764"
2026-05-15,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"39,263502",0,0,"3,690769","47,98",50,"1,06383"
2026-05-15,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"27,025451",0,0,"2,5485","50,97",50,"1,060445"
2026-05-16,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"24,548105",0,0,"1,122667","16,84",21,"2,186589"
2026-05-16,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"53,847305",0,0,"5,138571","35,97",50,"1,047904"
2026-05-16,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"35,37182",0,0,"4,51875","36,15",50,"0,782779"
2026-05-16,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 [CRM] VIDEO - ADV+ | ABERTO 16/05,AD04*,"40,052817",0,0,"11,375","22,75",20,"0,352113"
2026-05-16,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"24,754325",0,0,"4,47125","35,77",50,"0,553633"
2026-05-17,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"30,146893",0,0,"2,223333","26,68",21,"1,355932"
2026-05-17,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"58,143498",0,0,"3,2415","64,83",50,"1,793722"
2026-05-17,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"37,206704",0,0,"4,995","59,94",50,"0,744879"
2026-05-17,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 [CRM] VIDEO - ADV+ | ABERTO 16/05,AD04*,"48,288431",2,"30,47","4,687692","60,94",20,"1,030111"
2026-05-17,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"23,962733",0,0,"4,451538","57,87",50,"0,538302"
2026-05-18,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"32,023653",0,0,"1,107727","24,37",21,"2,890933"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,"67,964072",0,0,"2,27","11,35",50,"2,994012"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 [CRM] IMG - ADV+ | ABERTO 18/05,AD01 IMG,"101,175468",1,"59,39","2,9695","59,39",20,"3,407155"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 [CRM] IMG - ADV+ | ABERTO 18/05,AD02 IMG,"82,482759",0,0,"23,92","23,92",20,"0,344828"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 [CRM] TH VIDEO - ADV+ | ABERTO 18/05,AD02 TH,"120,928382",0,0,"9,118","45,59",20,"1,32626"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,03 [CRM] IMG - ADV+ | ABERTO 18/05,AD03 IMG,"127,524752",0,0,"4,293333","38,64",20,"2,970297"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 VIDEO - ADV+ | ABERTO 06/05,AD04,"63,607595",0,0,"10,05","20,1",50,"0,632911"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 [CRM] IMG - ADV+ | ABERTO 18/05,AD04 IMG,"73,229974",0,0,"9,446667","28,34",20,"0,775194"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 [CRM] VIDEO - ADV+ | ABERTO 16/05,AD04*,"43,654485",0,0,"4,692857","65,7",20,"0,930233"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 VIDEO - ADV+ | ABERTO 06/05,AD07,"27,386667",0,0,"5,135","10,27",50,"0,533333"
2026-05-18,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 [CRM] VIDEO - ADV+ | ABERTO 18/05,AD07,"58,993103",0,0,"14,256667","42,77",20,"0,413793"
2026-05-19,[THIAGOSILVA.ADS] Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,Instagram post: ⏰ O cliente não espera pra...,"23,141593",0,0,"1,046","15,69",21,"2,212389"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 IMG - ADV+ | ABERTO 06/05,AD01 IMG,0,0,0,0,0,50,0
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,01 [CRM] IMG - ADV+ | ABERTO 18/05,AD01 IMG,"58,647343",1,"60,7","4,046667","60,7",20,"1,449275"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 [CRM] IMG - ADV+ | ABERTO 18/05,AD02 IMG,"123,427562",1,"69,86","6,986","69,86",20,"1,766784"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,02 [CRM] TH VIDEO - ADV+ | ABERTO 18/05,AD02 TH,"187,519182",2,"36,66","14,664","73,32",20,"1,278772"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,03 [CRM] IMG - ADV+ | ABERTO 18/05,AD03 IMG,"124,991364",1,"72,37","5,566923","72,37",20,"2,24525"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 [CRM] IMG - ADV+ | ABERTO 18/05,AD04 IMG,"96,122995",3,"23,966667","5,135714","71,9",20,"1,871658"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,04 [CRM] VIDEO - ADV+ | ABERTO 16/05,AD04*,"35,0741",0,0,"6,2125","49,7",20,"0,564573"
2026-05-19,🟡 [CADASTRO] [16/12] [CBO] - TRAFEGO DIRETO,07 [CRM] VIDEO - ADV+ | ABERTO 18/05,AD07,"51,214351",0,0,"4,639167","55,67",20,"1,103956"
